object_id,text,text_type,label,ai_model,validation_status
qa_11,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Namun masyarakat Mesopotamia (cikal bakal kebudayaan Barat), sudah berhasil mendomestikasi gandum dan kambing. Masyarakat Kaukasia (cikal bakal orang Eropa alias bule) sudah berhasil mendomestikasi anjing dan kuda. Akhirnya perbedaan domestikasi pangan inilah yang menunjang perkembangan budaya yang berkesinambungan selama ratusan tahun, sementara ada bagian dunia lain yang tidak mampu mendomestikasi menjadi kebudayaan dan teknologinya tidak mesopotamia.cikal bakal kebudayaan barat, mengapa Orang Irak malah kacau?",qa_pair,0,human,human
qa_12,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
kalau kita melihat Iraq yang hari ini, itu masalah politik kontemporer mas. coba mas bandingkan foto iraq dekade 1950-an dan hari ini di google. sangat jauh berbeda. pada dekade tersebut iraq merupakan negara yang cukup makmur dan sejahtera. namun semenjak konflik internal dan juga invasi amerika, semuanya berubah",qa_pair,0,human,human
qa_13,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Terima kasih atas jawabannya. Yang saya mau tanya lebih lanjut adalah, apakah di buku itu dijelaskan mengapa di Afrika, yang seharusnya fauna sangat beragam, tidak mempunyai hewan yang bisa didomestikasikan? Apakah itu faktor climate juga?",qa_pair,0,human,human
qa_14,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
kalau tidak salah, di buku itu juga dijelaskan : karena nenek moyang manusia berasal dari Afrika, maka (1) kandidat hewan yg cocok untuk didomestikasi sudah keburu punah diburu / dikonsumsi sebelum manusia cukup berkembang untuk memiliki pengetahuan dan teknologi untuk memulai domestikasi, (2) hewan besar yang tersisa seperti zebra, kuda nil, badak, dan gajah Afrika punya cukup waktu untuk berevolusi mengembangkan rasa 'takut' yg sehat terhadap spesies manusia : menghindar, mempunyai sifat agresif, dan tidak bisa diprediksi. Sifat yg malahan menjamin kelangsungan spesies mereka.",qa_pair,0,human,human
qa_15,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
saya setuju, sederhananya orang tropis bisa berkata ""nikmatin idup aja, toh kalo gapunya duit tinggal tidur di emperan / kolong jembatan aja"".",qa_pair,0,human,human
qa_16,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Tapi kan di negara ""maju"" sekalipun ada homeless ya, konsep nya idup di emperan/kolong hembatan juga ada aja orang kaya gitu di sana",qa_pair,0,human,human
qa_17,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Intinya begini mas ndul orang Eropa itu menyesuaikan sesuai Musimnya kan banyak dan suhu dan intensitas udara berbeda jadi wajar harus menanggulangi hal tersebut, sedangkan orang tropis cenderung malas menikmati kan hanya 2 musim dan cenderung kebanyakan lembab",qa_pair,0,human,human
qa_18,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Setuju sekali. Coba kita lihat negara kita tercinta sebagai contoh. Indonesia itu terlalu nyaman. Tidak perlu bekerja sudah bisa tinggal nyaman (arguably) dan minimal tidak kelaparan. Saya jadi ingat cerita dari ayah saya. Orang tua saya dari sekitar 15 tahun lalu pindah dari Jakarta ke pedalaman Sulawesi untuk membuka usaha baru. Salah satu kendala yang dihadapi beliau adalah etos kerja masyarakat lokal yang sangat rendah sekali. Karena mereka memang sudah tidak perlu bekerja untuk hidup. Tanah sangat luas, tapi populasi sangat jarang, jadi setiap keluarga bisa punya lahan minimal 1–2 hektar. Sudah ada pohon kelapa yang entah sudah berapa tahun tumbuh di sana. Tidak perlu ditanam lagi, tidak perlu dirawat, setiap bulan bisa jualan kelapa atau kopra, dapat duit yang cukup untuk sehari-hari. Sayur dan buah tersedia dikebun dan tanpa banyak perwatan sudah tumbuh sendiri. Punya ayam tinggal di lepas dikebun bisa cari makan sendiri. Mau ikan tinggal ke laut, memancing sebentar bisa dapat banyak ikan tanpa repot-repot, bahkan bisa di jual juga. Makan sehari-hari sudah terjamin, buat apa kerja lagi? Punya uang juga tidak bisa spending karena memang di kotanya tidak ada apa-apa, tidak memicu budaya konsumerisme. Buat usaha? Belajar hingga jadi sarjana? Ngapain? Toh tetap bisa makan setiap hari. Mau merantau ke kota juga ngapain? Di rumah saja bisa hidup enak. Boro-boro kerja ke luar negeri. Gak pusing harus kerja dan bayar pajak. Haha.. Udah gitu relatif damai, jarang ada konflik, apalagi sampai perang. Coba deh dipikir, di mana lagi sih yang relatif aman dan tentram, bisa hidup tanpa harus bekerja? Jadi ingat lagunya Koes Plus yang berjudul Kolam Susu: Jaring dan jala cukup menghidupimu Tiada badai tiada topan kau temui Ikan dan udang menghampiri dirimu Orang bilang tanah kita tanah surga Tongkat kayu dan batu jadi tanaman",qa_pair,0,human,human
qa_19,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Benar sekali, orang lokal di daerah tertentu etos kerjanya rendah daripada pendatang. Giliran disalib sukses aja, dikata ditindas, dijajah pendatang.",qa_pair,0,human,human
qa_20,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
tapi ya kalo menurut saya kita juga gbs menghakimi banget sih, soalnya kalo dipikir hidup kayak gitu ibarat mimpi bagi orang-orang jaman dahulu yang selalu terkena konflik perang. Tapi argumen anda memang sudah tepat saya juga setuju, tapi saya juga mau melihat dari sisi yang lain.",qa_pair,0,human,human
qa_21,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Tetapi menurut saya walaupun sekarang dan dahulu mungkin masih tergolong banyak SDA kita tapi untuk kedepannya belum tentu akan terus seperti ini, malah negara kita masih memiliki ruang berkembang untuk bisa menjadi lebih maju lagi. Kita hanya perlu memberi kesadaran kepada orang orang lain tentang betapa pentingnya mengelola dan mempergunakan SDA kita dengan lebih baik lagi",qa_pair,0,human,human
qa_22,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Itu juga termasuk kerja sih, apa cuma kerja di kantor di ruangan ber-AC doang yg termasuk kerja?",qa_pair,0,human,human
qa_23,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Orang yang hidup di negara dengan iklim exterem atau 4 musim akan berfikir gimana caranya bertahan hidup saat musim berganti, saat tumbuhan ga bisa menghasilkan bahan pangan, gimana caranya survive di iklim dingin, mereka dipaksa untuk terus berinovasi",qa_pair,0,human,human
qa_24,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Analogi nya kurang lebih spt etnis tionghoa minoritas di negeri ini hidup pd jaman orde baru vs pribumi yg bukan etnis tionghoa. Si pribumi dgn privilege nya mempunyai beberapa kemudahan akses sedangkan si minoritas 'dipaksa' utk survive dan pintar gak heran mereka2 banyak yg sukses berniaga sedangkan yg bukan golongan minoritas terlena dgn privilege yg mereka miliki.",qa_pair,0,human,human
qa_25,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Orang tionghoa kalau jualan rajin sih. Biar untung kecil tapi konsisten.",qa_pair,0,human,human
qa_26,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Bisa juga, karena yang di mainland sana mungkin 1milyar orang hidupnya gitu-gitu aja jadi buruh kasar dengan upah murah.",qa_pair,0,human,human
qa_27,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Udah kena seleksi alam toh kayak teori Charles Darwin. Di negara tropis leyeh2 aja hidup kok, yg mau inovasi malah dipandang aneh dan kena seleksk alam. Di daerah non tropis sebaliknya, yg leyeh2 sudah terseleksi, yg bertahan yg kuat2, rajin, dan berinovasi. Ulangi ini hingga berabad2 lamanya, jadinya spt sekarang.",qa_pair,0,human,human
qa_28,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Mantab, Orang Inuit sama sub sahara jadi peradaban termaju dong, karena disana sulit hidup hehe",qa_pair,0,human,human
qa_29,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
inuit hidupnya terlalu ekstrim gak sempat mikirin peradaban, yang penting survival",qa_pair,0,human,human
qa_30,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Orang inuit jumlahnya dikit dan tempat mereka dikelola Denmark yg maju kok kalo org sub sahara juga g tinggal di tengah gurun sahara kok cuman dipinggir pinggirnya aja yg masih banyak lahan subur",qa_pair,0,human,human
qa_31,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Slow living lah ya istilahnya. Kecuali Singapura, meski di lintasi garis Khatulistiwa, penduduknya nampak dalam fase ""berlari"" segala hal",qa_pair,0,human,human
qa_32,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Karena mereka ga punya resource banyak untuk self sustain",qa_pair,0,human,human
qa_33,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Karena jadi tempat cuci cuci ga sih? 🤭",qa_pair,0,human,human
qa_34,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Dulu waktu sekolah selalu diajarin bahwa negara Indonesia ini negara subur, tancap tongkat di tanah jadi pohon. Negara kaya minyak dan sumber daya alam lainnya. Memang benar tancap tongkat jadi pohon, tapi yg tumbuh pepohonan liar. Bisa juga tongkat tersebut jadi pohon sepanjang masih berkambium dan bisa berkembang biak dg stek spt singkong, kamboja, dll. Itupun nancapnya ga boleh terbalik. Setelah bekerja di Kemenkeu di bagian pelaporan keuangan negara dan kemudian di DPR, di situ mengerti bahwa cadangan minyak Indonesia semakin susut dari tahun ke tahun dan semakin banyak rakyat yang harus dibagi dari hasil penjualan minyak tersebut. Senasib juga dengan sumber daya alam yang tidak dapat diperbaharui lainnya",qa_pair,0,human,human
qa_35,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Karena di sana tanahnya jelek. Makanya gak ada kebon-sawah-ternak. Air aja gak ada (gak ada sungai-danau). Singapore aqua & beras aja impor",qa_pair,0,human,human
qa_36,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
karena Singapura dapat tekanan kerja dari Bos Inggris. 🤣",qa_pair,0,human,human
qa_37,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Apapun yg dikelola oleh China pasti maju. Singapore itu little China. Melayu sudah terpinggirkan. Taiwan pun negara tropis. Tapi maju karena china² juga.",qa_pair,0,human,human
qa_38,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
ke penduduk asli om, bukan pendatang ato imigran",qa_pair,0,human,human
qa_39,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Dulu waktu sekolah selalu diajarin bahwa negara Indonesia ini negara subur, tancap tongkat di tanah jadi pohon. Negara kaya minyak dan sumber daya alam lainnya. Memang benar tancap tongkat jadi pohon, tapi yg tumbuh pepohonan liar. Bisa juga tongkat tersebut jadi pohon sepanjang masih berkambium dan bisa berkembang biak dg stek spt singkong, kamboja, dll. Itupun nancapnya ga boleh terbalik. Setelah bekerja di Kemenkeu di bagian pelaporan keuangan negara dan kemudian di DPR, di situ mengerti bahwa cadangan minyak Indonesia semakin susut dari tahun ke tahun dan semakin banyak rakyat yang harus dibagi dari hasil penjualan minyak tersebut. Senasib juga dengan sumber daya alam yang tidak dapat diperbaharui lainnya.",qa_pair,0,human,human
qa_40,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Kalo ga ada globalisasi, maka negara yang berada di khatulistiwa lah yang paling nikmat hidupnya yaa….",qa_pair,0,human,human
qa_41,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
bisa jadi, teknologi maju kekayaan melimpah yg terekspos menimbulkan ego manusia, yg tadinya happy hidup sederhana tapi cukup jadi iri dan gk bersyukur",qa_pair,0,human,human
qa_42,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Ga akan pernah ga ada globalisasi, karena ada negara yang butuh ressourcess",qa_pair,0,human,human
qa_43,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Nah ini.. ditambah dampak industrialisasi yang merusak alam.. air laut tercemar, udara kotor, hewan2 punah..",qa_pair,0,human,human
qa_44,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
bener pantesan negara2 bekas koloni Inggris pasti maju kayak Singapore",qa_pair,0,human,human
qa_45,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Negara Tropis yang maju yang saya tahu masih Singapore sih karena mereka harus survive di wilayah mayoritas Bangsa Melayu",qa_pair,0,human,human
qa_46,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Mereka juga gak punya banyak sumber daya,makanya mereka harus kerja dengan sangat keras",qa_pair,0,human,human
qa_47,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Knpa yang bangsa Eropa lbih milih Australia New Zealand sama Amerika jd tmpt tnggal tmtp jajahan yang dibuat tmpt tnggal",qa_pair,0,human,human
qa_48,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
yaa secara geografis lebih mirip sama kampung halaman mereka, australia pun yg padatnya bagian selatan (lebih jauh dari khatulistiwa, iklim subtropis)",qa_pair,0,human,human
qa_49,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Setuju.. keenakan bikin malas",qa_pair,0,human,human
qa_50,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Sis gelap dari prIvilege 🙂",qa_pair,0,human,human
qa_51,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Satu satunya negara maju yang ada di garis khatulistiwa adalah Singapura",qa_pair,0,human,human
qa_52,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Sudah liat LKY nangis setelah Singapura dikeluarkan dari federasi Malaysia? LKY tau Singapura tidak punya sumber daya alam, yang dia punya sumber daya manusia makanya prioritas utama SDM yang dibagun. Plus Singapura mayoritas ras cina dimana negara tersebut dikelilingi oleh negara2 ras melayu, mau gak mau harus lebih maju dan kuat biar gak di invasi negara2 tetangga, mirip dengan Israel dikelilingi negara2 bangsa arab.",qa_pair,0,human,human
qa_53,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Singapore tidak dilintasi garis khatulistiwa",qa_pair,0,human,human
qa_54,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Tapi kalau Singapur kan ngga punya apa apa bg, beda dengan Indonesia",qa_pair,0,human,human
qa_55,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Lebih tepatnya adalah resource curse. Ga cuma berlaku untuk food resource seperti khatulistiwa, namun juga berlaku untuk natural resource seperti oil, dkk. Indonesia merupakan contoh bagus untuk negara khatulistiwa yang punya food resource curse. Kalau untuk natural resource curse contoh yang bagus ada di negara Kongo -> negaranya perang saudara karena cobalt resource. Venezuela -> negara yang remuk redam karena terlalu menaruh gdp negara nya ke oil reserves mereka. Nauru -> negara yang mirip dengan venezuela but instead of oil. Mereka teelalu depends dengan phosphate. Timor Leste -> sama persis kaya venezuela, bedanya venezuela remuk karena harga minyak, timor leste karena resource nya depleted (habis). Nah belajar dari negara diatas… beberapa negara yang GDP nya mayoritas berasal dari natural resource sekarang berlomba² untuk shifting economy nya ke product lain. Contoh. Saudi, Qatar, UAE -> Mereka sekarang mencoba shifting ke tourism (ngebangun fasilitas megah [palm island, burj khalifa, The Line]), juga shifting ke pendidikan dengan mulai membajak professor² eropa serta menculik best student dengan beasiswa yang gila² an (uang saku bisa sampe 400–500 an juta per orang per tahun). Contoh Khalifa Unifersity, KFUPM, KAUST, dll.",qa_pair,0,human,human
qa_56,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Khayalan siapa lah resource curse ini",qa_pair,0,human,human
qa_57,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Memang benar banyak peranan faktor lain, namun tetap saja kenyataan sederhana inilah inti dari segalanya. Peradaban empat musim harus menghadapi tantangan hidup mati ini setiap tahun, kali sekian belas/puluh generasi, wajar saja dalam akumulasi puluhan/ratusan tahun mereka jadi jauh lebih maju dari peradaban khatulistiwa.",qa_pair,0,human,human
qa_58,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
saya ingat film three body problem yang alien tinggal di planet 3 matahari yang banyak bencana jadi kemajuan teknologinya lebih cepat dari manusia. karena planetnya sering terjadi bencana jadi harus cepat cepat berpikir dan mengembakan teknologi.",qa_pair,0,human,human
qa_59,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
contoh kecilnya seperti di jepang yang tiap tahun gempa bumi bisa sampai 1000 kali per tahun, jadi mereka di paksa berpikir untuk membuat bangunan anti gempa",qa_pair,0,human,human
qa_60,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Apa kondisi ini bakal berlaku selamanya ? berarti indonesia tidak akan pernah menjadi negara maju dong 😞 mulai sekarang bakalan stop nontonin pejabat dan influencer yg sering bicara indo bisa maju",qa_pair,0,human,human
qa_61,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Bisa…tapi nunggu negara maju punya koloni di planet mars .",qa_pair,0,human,human
qa_62,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Gw kepikiran kalo konsep gini berlaku buat manusia berarti bisa jadi juga berlaku buat hewan dan tumbuhan",qa_pair,0,human,human
qa_63,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Kalau menurut saya sih nggak berlaku buat hewan (apalagi tumbuhan) mas. Karena apa, karena hewan itu nggak bisa berpikir, mereka hanya punya naluri, naluri untuk bertahan hidup. Ketika kondisi dan lingkungan sudah sangat ekstrim, kemungkinan besar mereka tidak akan bisa beradaptasi dan akhirnya mati. Sedangkan manusia itu jauh lebih kompleks, selain punya naluri, mereka juga bisa berpikir. Ketika dihadapkan dengan situasi yang luar biasa sulit, mereka cenderung akan berpikir keras untuk mengatasinya dan mungkin berhasil.",qa_pair,0,human,human
qa_64,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
jawaban yang bagus",qa_pair,0,human,human
qa_65,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Benar Sekaliii saudara saya Malass banget ga berinovasi hidup datar datar saja. Itu karena istrinya ga rewel, ga suka mecahin piring😂😂😂",qa_pair,0,human,human
qa_66,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Kebanyakan disana yg males engga akan bertahan hidup dan yg rajin juga pintar bisa hidup dan menurunkan keturunan sampai sekarang jadi engga heran mayoritas negaranya jadi maju",qa_pair,0,human,human
qa_67,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
ini sesuai dengan riset Jared Diamond yang diabadikan pada bukunya berjudul ""Guns, Germs and Steel"". menarik sekali untuk dibaca.",qa_pair,0,human,human
qa_68,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Ditambah sedari kecil ditanami mindset “tanah kita adalah tanah surga” sehingga membuat rasa malas menjadi lebih malas. Berbeda dengan negara-negara maju yang mendoktrinisasi sebaliknya",qa_pair,0,human,human
qa_69,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Wlwpun subjektif tp anggaplah ini sesuatu yg bnr. Masuk akal sih ya memang . Negara kita subur banget tapi soal inovasi2 dan penemuan yg bisa mebgunah dunia sptmn di Eropa sana ya agk gimana gitu.",qa_pair,0,human,human
qa_70,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Betul 👍👍👍 Dinegara 4 musim, yang bodoh lemah miskin auto mati beku pas winter. Yang survive tinggal yang pinter kuat kaya. Dinegara tropis, gak ada winter, yang bodoh lemah miskin boro2 mati beku. Beranak pinak sampe jadi sampah demografi yang ada.",qa_pair,0,human,human
qa_71,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Saya setuju jawaban teman kita ini…. memang banyak yang keenakan (terlena) ….. Tapi diantara itu ada juga negara yang disebut negara ""maju"" seperti Singapura, Brunai darussalam, Brazil dan lainnya…. Negara Indonesia sedang ""menuju"" menjadi negara maju itu…. Insyaallah………….. Salam sehat…………",qa_pair,0,human,human
qa_72,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
kalau dari statement yg intinya ""lokasi tidak menguntungkan, maka negara tersebut berinovasi untuk semakin maju"" bagaimana dengan Benua Afrika? lokasi mereka tidak menguntungkan, tetapi mengapa mereka masih miskin?",qa_pair,0,human,human
qa_73,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
yg ga maju malah di deket garis khatulistiwa, yg jauh dari garis kayak mesir maroko afsel lebih maju kok",qa_pair,0,human,human
qa_74,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Statement khayalan yang tidak berdasar fakta",qa_pair,0,human,human
qa_75,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Disagree. Iklim hangat dan panas tidak mendukung untuk kenyamanan produktifitas. Iklim panas juga jadi penyebab tidak langsung orang jadi emosional dan mengeluh. Kita sangat ketergantungan dengan AC.",qa_pair,0,human,human
qa_76,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Nope, kalau di negara tropis masih bisa pakai kipas angin untuk medinginkan suhu walaupun tanpa AC. Tapi dinegara subtropis, ketika musim dingin, heater atau pemanas ruangan tidak akan cukup.",qa_pair,0,human,human
qa_77,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Ah harusnya penjelasan penulis sejalan dengan buku Guns, Germ, and Steel milik Jared Diamond. Tapi saya belum baca bukunya (hanya tau sekilas isinya dari beberapa cuplikan) WKWK. Anyway, tulisan dari penulis membuat saya pengen baca buku yg tadi saya sebutkan (sudah saya beli sejak 2019 tapi blm kunjung saya baca WKWK",qa_pair,0,human,human
qa_78,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Ya, tp ga sepenuhnya bener. Indonesia dan brazil di khatulistiwa, tp dlm hal tekno bs dikata cukup lumayan lah… salah satunya bs bikin pesawat, kapal laut n kereta api. Smtr banyak negara di eropa dan amerika selatan yg 4 musim belum bisa. Malah negara2 sub-tropik jg banyak yg belum maju dlm hal tekno, semisal timur tengah, amerika latin, afrika sub-tropik, dan asia tengah.",qa_pair,0,human,human
qa_79,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
masuk akal sih sbner nya…",qa_pair,0,human,human
qa_80,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Apa itu garis khatulistiwa?",qa_pair,0,human,human
qa_81,"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?
;
Garis imajiner yg membelah bumi bagian Utara dan Selatan. Ini di ajarkan waktu SMP atau SD btw.",qa_pair,0,human,human
