"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Indonesia negara maju? Itu lebih kepada soal strategi geo politik dan ekonomi AS yg memasukan Indonesia sebagai negara kategori maju motifnya apa ? silahkan cari tahu sendiri.\n\nTapi yang pasti begitu kamu jalan2 sedikit melihat kenyataan kehidupan masyarakat di pinggiran kota apa lagi di daerah2…. Ah sudahlah. Kamu akan tahu apa yg dicitrakan media dan kodisi realnya itu adalah berbeda!!\n\nOh ya kamu harus ingat literasi perlu diimbangi sikap kritis."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","soalnya indikator yang dipake beda gan. lagi pula itu juga masih kontroversi indonesia masuk jadi negara maju. bahkan kita aja masih kalah sama malaysia, tapi malaysia masih masuk kategori negara berkembang"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Namun masyarakat Mesopotamia (cikal bakal kebudayaan Barat), sudah berhasil mendomestikasi gandum dan kambing. Masyarakat Kaukasia (cikal bakal orang Eropa alias bule) sudah berhasil mendomestikasi anjing dan kuda. Akhirnya perbedaan domestikasi pangan inilah yang menunjang perkembangan budaya yang berkesinambungan selama ratusan tahun, sementara ada bagian dunia lain yang tidak mampu mendomestikasi menjadi kebudayaan dan teknologinya tidak\n\nmesopotamia.cikal bakal kebudayaan barat, mengapa Orang Irak malah kacau?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","kalau kita melihat Iraq yang hari ini, itu masalah politik kontemporer mas. coba mas bandingkan foto iraq dekade 1950-an dan hari ini di google. sangat jauh berbeda. pada dekade tersebut iraq merupakan negara yang cukup makmur dan sejahtera. namun semenjak konflik internal dan juga invasi amerika, semuanya berubah"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Terima kasih atas jawabannya. Yang saya mau tanya lebih lanjut adalah, apakah di buku itu dijelaskan mengapa di Afrika, yang seharusnya fauna sangat beragam, tidak mempunyai hewan yang bisa didomestikasikan? Apakah itu faktor climate juga?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","kalau tidak salah, di buku itu juga dijelaskan : karena nenek moyang manusia berasal dari Afrika, maka (1) kandidat hewan yg cocok untuk didomestikasi sudah keburu punah diburu / dikonsumsi sebelum manusia cukup berkembang untuk memiliki pengetahuan dan teknologi untuk memulai domestikasi, (2) hewan besar yang tersisa seperti zebra, kuda nil, badak, dan gajah Afrika punya cukup waktu untuk berevolusi mengembangkan rasa 'takut' yg sehat terhadap spesies manusia : menghindar, mempunyai sifat agresif, dan tidak bisa diprediksi. Sifat yg malahan menjamin kelangsungan spesies mereka."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","saya setuju, sederhananya orang tropis bisa berkata ""nikmatin idup aja, toh kalo gapunya duit tinggal tidur di emperan / kolong jembatan aja""."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Tapi kan di negara ""maju"" sekalipun ada homeless ya, konsep nya idup di emperan/kolong hembatan juga ada aja orang kaya gitu di sana"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Intinya begini mas ndul orang Eropa itu menyesuaikan sesuai Musimnya kan banyak dan suhu dan intensitas udara berbeda jadi wajar harus menanggulangi hal tersebut, sedangkan orang tropis cenderung malas menikmati kan hanya 2 musim dan cenderung kebanyakan lembab"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Setuju sekali. Coba kita lihat negara kita tercinta sebagai contoh. Indonesia itu terlalu nyaman. Tidak perlu bekerja sudah bisa tinggal nyaman (arguably) dan minimal tidak kelaparan.\n\nSaya jadi ingat cerita dari ayah saya. Orang tua saya dari sekitar 15 tahun lalu pindah dari Jakarta ke pedalaman Sulawesi untuk membuka usaha baru. Salah satu kendala yang dihadapi beliau adalah etos kerja masyarakat lokal yang sangat rendah sekali. Karena mereka memang sudah tidak perlu bekerja untuk hidup.\n\nTanah sangat luas, tapi populasi sangat jarang, jadi setiap keluarga bisa punya lahan minimal 1–2 hektar. Sudah ada pohon kelapa yang entah sudah berapa tahun tumbuh di sana. Tidak perlu ditanam lagi, tidak perlu dirawat, setiap bulan bisa jualan kelapa atau kopra, dapat duit yang cukup untuk sehari-hari. Sayur dan buah tersedia dikebun dan tanpa banyak perwatan sudah tumbuh sendiri. Punya ayam tinggal di lepas dikebun bisa cari makan sendiri. Mau ikan tinggal ke laut, memancing sebentar bisa dapat banyak ikan tanpa repot-repot, bahkan bisa di jual juga. Makan sehari-hari sudah terjamin, buat apa kerja lagi? Punya uang juga tidak bisa spending karena memang di kotanya tidak ada apa-apa, tidak memicu budaya konsumerisme.\n\nBuat usaha? Belajar hingga jadi sarjana? Ngapain? Toh tetap bisa makan setiap hari. Mau merantau ke kota juga ngapain? Di rumah saja bisa hidup enak. Boro-boro kerja ke luar negeri. Gak pusing harus kerja dan bayar pajak. Haha..\n\nUdah gitu relatif damai, jarang ada konflik, apalagi sampai perang.\n\nCoba deh dipikir, di mana lagi sih yang relatif aman dan tentram, bisa hidup tanpa harus bekerja?\n\nJadi ingat lagunya Koes Plus yang berjudul Kolam Susu:\n\nJaring dan jala cukup menghidupimu\nTiada badai tiada topan kau temui\nIkan dan udang menghampiri dirimu\n\nOrang bilang tanah kita tanah surga\nTongkat kayu dan batu jadi tanaman"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Benar sekali, orang lokal di daerah tertentu etos kerjanya rendah daripada pendatang. Giliran disalib sukses aja, dikata ditindas, dijajah pendatang."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","tapi ya kalo menurut saya kita juga gbs menghakimi banget sih, soalnya kalo dipikir hidup kayak gitu ibarat mimpi bagi orang-orang jaman dahulu yang selalu terkena konflik perang. Tapi argumen anda memang sudah tepat saya juga setuju, tapi saya juga mau melihat dari sisi yang lain."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Tetapi menurut saya walaupun sekarang dan dahulu mungkin masih tergolong banyak SDA kita tapi untuk kedepannya belum tentu akan terus seperti ini, malah negara kita masih memiliki ruang berkembang untuk bisa menjadi lebih maju lagi. Kita hanya perlu memberi kesadaran kepada orang orang lain tentang betapa pentingnya mengelola dan mempergunakan SDA kita dengan lebih baik lagi"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Itu juga termasuk kerja sih, apa cuma kerja di kantor di ruangan ber-AC doang yg termasuk kerja?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Orang yang hidup di negara dengan iklim exterem atau 4 musim akan berfikir gimana caranya bertahan hidup saat musim berganti, saat tumbuhan ga bisa menghasilkan bahan pangan, gimana caranya survive di iklim dingin, mereka dipaksa untuk terus berinovasi"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Analogi nya kurang lebih spt etnis tionghoa minoritas di negeri ini hidup pd jaman orde baru vs pribumi yg bukan etnis tionghoa.\n\nSi pribumi dgn privilege nya mempunyai beberapa kemudahan akses sedangkan si minoritas 'dipaksa' utk survive dan pintar gak heran mereka2 banyak yg sukses berniaga sedangkan yg bukan golongan minoritas terlena dgn privilege yg mereka miliki."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Orang tionghoa kalau jualan rajin sih. Biar untung kecil tapi konsisten."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Bisa juga, karena yang di mainland sana mungkin 1milyar orang hidupnya gitu-gitu aja jadi buruh kasar dengan upah murah."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Udah kena seleksi alam toh kayak teori Charles Darwin. Di negara tropis leyeh2 aja hidup kok, yg mau inovasi malah dipandang aneh dan kena seleksk alam. Di daerah non tropis sebaliknya, yg leyeh2 sudah terseleksi, yg bertahan yg kuat2, rajin, dan berinovasi. Ulangi ini hingga berabad2 lamanya, jadinya spt sekarang."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Mantab, Orang Inuit sama sub sahara jadi peradaban termaju dong, karena disana sulit hidup hehe"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","inuit hidupnya terlalu ekstrim gak sempat mikirin peradaban, yang penting survival"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Orang inuit jumlahnya dikit dan tempat mereka dikelola Denmark yg maju kok\n\nkalo org sub sahara juga g tinggal di tengah gurun sahara kok cuman dipinggir pinggirnya aja yg masih banyak lahan subur"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Slow living lah ya istilahnya. Kecuali Singapura, meski di lintasi garis Khatulistiwa, penduduknya nampak dalam fase ""berlari"" segala hal"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Karena mereka ga punya resource banyak untuk self sustain"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Karena jadi tempat cuci cuci ga sih? 🤭"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Dulu waktu sekolah selalu diajarin bahwa negara Indonesia ini negara subur, tancap tongkat di tanah jadi pohon. Negara kaya minyak dan sumber daya alam lainnya.\n\nMemang benar tancap tongkat jadi pohon, tapi yg tumbuh pepohonan liar. Bisa juga tongkat tersebut jadi pohon sepanjang masih berkambium dan bisa berkembang biak dg stek spt singkong, kamboja, dll. Itupun nancapnya ga boleh terbalik.\n\nSetelah bekerja di Kemenkeu di bagian pelaporan keuangan negara dan kemudian di DPR, di situ mengerti bahwa cadangan minyak Indonesia semakin susut dari tahun ke tahun dan semakin banyak rakyat yang harus dibagi dari hasil penjualan minyak tersebut. Senasib juga dengan sumber daya alam yang tidak dapat diperbaharui lainnya"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Karena di sana tanahnya jelek. Makanya gak ada kebon-sawah-ternak. Air aja gak ada (gak ada sungai-danau). Singapore aqua & beras aja impor"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","karena Singapura dapat tekanan kerja dari Bos Inggris. 🤣"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Apapun yg dikelola oleh China pasti maju. Singapore itu little China. Melayu sudah terpinggirkan. Taiwan pun negara tropis. Tapi maju karena china² juga."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","ke penduduk asli om, bukan pendatang ato imigran"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Dulu waktu sekolah selalu diajarin bahwa negara Indonesia ini negara subur, tancap tongkat di tanah jadi pohon. Negara kaya minyak dan sumber daya alam lainnya.\n\nMemang benar tancap tongkat jadi pohon, tapi yg tumbuh pepohonan liar. Bisa juga tongkat tersebut jadi pohon sepanjang masih berkambium dan bisa berkembang biak dg stek spt singkong, kamboja, dll. Itupun nancapnya ga boleh terbalik.\n\nSetelah bekerja di Kemenkeu di bagian pelaporan keuangan negara dan kemudian di DPR, di situ mengerti bahwa cadangan minyak Indonesia semakin susut dari tahun ke tahun dan semakin banyak rakyat yang harus dibagi dari hasil penjualan minyak tersebut. Senasib juga dengan sumber daya alam yang tidak dapat diperbaharui lainnya."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Kalo ga ada globalisasi, maka negara yang berada di khatulistiwa lah yang paling nikmat hidupnya yaa…."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","bisa jadi, teknologi maju kekayaan melimpah yg terekspos menimbulkan ego manusia, yg tadinya happy hidup sederhana tapi cukup jadi iri dan gk bersyukur"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Ga akan pernah ga ada globalisasi, karena ada negara yang butuh ressourcess"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Nah ini.. ditambah dampak industrialisasi yang merusak alam.. air laut tercemar, udara kotor, hewan2 punah.."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","bener pantesan negara2 bekas koloni Inggris pasti maju kayak Singapore"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Negara Tropis yang maju yang saya tahu masih Singapore sih karena mereka harus survive di wilayah mayoritas Bangsa Melayu"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Mereka juga gak punya banyak sumber daya,makanya mereka harus kerja dengan sangat keras"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Knpa yang bangsa Eropa lbih milih Australia New Zealand sama Amerika jd tmpt tnggal tmtp jajahan yang dibuat tmpt tnggal"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","yaa secara geografis lebih mirip sama kampung halaman mereka, australia pun yg padatnya bagian selatan (lebih jauh dari khatulistiwa, iklim subtropis)"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Setuju.. keenakan bikin malas"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Sis gelap dari prIvilege 🙂"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Satu satunya negara maju yang ada di garis khatulistiwa adalah Singapura"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Sudah liat LKY nangis setelah Singapura dikeluarkan dari federasi Malaysia? LKY tau Singapura tidak punya sumber daya alam, yang dia punya sumber daya manusia makanya prioritas utama SDM yang dibagun. Plus Singapura mayoritas ras cina dimana negara tersebut dikelilingi oleh negara2 ras melayu, mau gak mau harus lebih maju dan kuat biar gak di invasi negara2 tetangga, mirip dengan Israel dikelilingi negara2 bangsa arab."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Singapore tidak dilintasi garis khatulistiwa"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Tapi kalau Singapur kan ngga punya apa apa bg, beda dengan Indonesia"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Lebih tepatnya adalah resource curse. Ga cuma berlaku untuk food resource seperti khatulistiwa, namun juga berlaku untuk natural resource seperti oil, dkk.\n\nIndonesia merupakan contoh bagus untuk negara khatulistiwa yang punya food resource curse.\n\nKalau untuk natural resource curse contoh yang bagus ada di negara\n\nKongo -> negaranya perang saudara karena cobalt resource.\n\nVenezuela -> negara yang remuk redam karena terlalu menaruh gdp negara nya ke oil reserves mereka.\n\nNauru -> negara yang mirip dengan venezuela but instead of oil. Mereka teelalu depends dengan phosphate.\n\nTimor Leste -> sama persis kaya venezuela, bedanya venezuela remuk karena harga minyak, timor leste karena resource nya depleted (habis).\n\nNah belajar dari negara diatas… beberapa negara yang GDP nya mayoritas berasal dari natural resource sekarang berlomba² untuk shifting economy nya ke product lain. Contoh.\n\nSaudi, Qatar, UAE ->\n\nMereka sekarang mencoba shifting ke tourism (ngebangun fasilitas megah [palm island, burj khalifa, The Line]),\njuga shifting ke pendidikan dengan mulai membajak professor² eropa serta menculik best student dengan beasiswa yang gila² an (uang saku bisa sampe 400–500 an juta per orang per tahun). Contoh Khalifa Unifersity, KFUPM, KAUST, dll."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Khayalan siapa lah resource curse ini"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Memang benar banyak peranan faktor lain, namun tetap saja kenyataan sederhana inilah inti dari segalanya. Peradaban empat musim harus menghadapi tantangan hidup mati ini setiap tahun, kali sekian belas/puluh generasi, wajar saja dalam akumulasi puluhan/ratusan tahun mereka jadi jauh lebih maju dari peradaban khatulistiwa."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","saya ingat film three body problem yang alien tinggal di planet 3 matahari yang banyak bencana jadi kemajuan teknologinya lebih cepat dari manusia. karena planetnya sering terjadi bencana jadi harus cepat cepat berpikir dan mengembakan teknologi."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","contoh kecilnya seperti di jepang yang tiap tahun gempa bumi bisa sampai 1000 kali per tahun, jadi mereka di paksa berpikir untuk membuat bangunan anti gempa"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Apa kondisi ini bakal berlaku selamanya ? berarti indonesia tidak akan pernah menjadi negara maju dong 😞\n\nmulai sekarang bakalan stop nontonin pejabat dan influencer yg sering bicara indo bisa maju"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Bisa…tapi nunggu negara maju punya koloni di planet mars ."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Gw kepikiran kalo konsep gini berlaku buat manusia berarti bisa jadi juga berlaku buat hewan dan tumbuhan"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Kalau menurut saya sih nggak berlaku buat hewan (apalagi tumbuhan) mas. Karena apa, karena hewan itu nggak bisa berpikir, mereka hanya punya naluri, naluri untuk bertahan hidup. Ketika kondisi dan lingkungan sudah sangat ekstrim, kemungkinan besar mereka tidak akan bisa beradaptasi dan akhirnya mati. Sedangkan manusia itu jauh lebih kompleks, selain punya naluri, mereka juga bisa berpikir. Ketika dihadapkan dengan situasi yang luar biasa sulit, mereka cenderung akan berpikir keras untuk mengatasinya dan mungkin berhasil."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","jawaban yang bagus"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Benar Sekaliii saudara saya Malass banget ga berinovasi hidup datar datar saja. Itu karena istrinya ga rewel, ga suka mecahin piring😂😂😂"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Kebanyakan disana yg males engga akan bertahan hidup dan yg rajin juga pintar bisa hidup dan menurunkan keturunan sampai sekarang jadi engga heran mayoritas negaranya jadi maju"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","ini sesuai dengan riset Jared Diamond yang diabadikan pada bukunya berjudul ""Guns, Germs and Steel"". menarik sekali untuk dibaca."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Ditambah sedari kecil ditanami mindset “tanah kita adalah tanah surga” sehingga membuat rasa malas menjadi lebih malas. Berbeda dengan negara-negara maju yang mendoktrinisasi sebaliknya"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Wlwpun subjektif tp anggaplah ini sesuatu yg bnr. Masuk akal sih ya memang . Negara kita subur banget tapi soal inovasi2 dan penemuan yg bisa mebgunah dunia sptmn di Eropa sana ya agk gimana gitu."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Betul 👍👍👍\n\nDinegara 4 musim, yang bodoh lemah miskin auto mati beku pas winter. Yang survive tinggal yang pinter kuat kaya.\n\nDinegara tropis, gak ada winter, yang bodoh lemah miskin boro2 mati beku. Beranak pinak sampe jadi sampah demografi yang ada."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Saya setuju jawaban teman kita ini…. memang banyak yang keenakan (terlena) ….. Tapi diantara itu ada juga negara yang disebut negara ""maju"" seperti Singapura, Brunai darussalam, Brazil dan lainnya….\n\nNegara Indonesia sedang ""menuju"" menjadi negara maju itu…. Insyaallah…………..\n\nSalam sehat…………"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","kalau dari statement yg intinya ""lokasi tidak menguntungkan, maka negara tersebut berinovasi untuk semakin maju""\n\nbagaimana dengan Benua Afrika? lokasi mereka tidak menguntungkan, tetapi mengapa mereka masih miskin?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","yg ga maju malah di deket garis khatulistiwa, yg jauh dari garis kayak mesir maroko afsel lebih maju kok"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Statement khayalan yang tidak berdasar fakta"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Disagree. Iklim hangat dan panas tidak mendukung untuk kenyamanan produktifitas. Iklim panas juga jadi penyebab tidak langsung orang jadi emosional dan mengeluh. Kita sangat ketergantungan dengan AC."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Nope, kalau di negara tropis masih bisa pakai kipas angin untuk medinginkan suhu walaupun tanpa AC. Tapi dinegara subtropis, ketika musim dingin, heater atau pemanas ruangan tidak akan cukup."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Ah harusnya penjelasan penulis sejalan dengan buku Guns, Germ, and Steel milik Jared Diamond. Tapi saya belum baca bukunya (hanya tau sekilas isinya dari beberapa cuplikan) WKWK. Anyway, tulisan dari penulis membuat saya pengen baca buku yg tadi saya sebutkan (sudah saya beli sejak 2019 tapi blm kunjung saya baca WKWK"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Ya, tp ga sepenuhnya bener.\n\nIndonesia dan brazil di khatulistiwa, tp dlm hal tekno bs dikata cukup lumayan lah… salah satunya bs bikin pesawat, kapal laut n kereta api.\n\nSmtr banyak negara di eropa dan amerika selatan yg 4 musim belum bisa. Malah negara2 sub-tropik jg banyak yg belum maju dlm hal tekno, semisal timur tengah, amerika latin, afrika sub-tropik, dan asia tengah."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","masuk akal sih sbner nya…"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Apa itu garis khatulistiwa?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Garis imajiner yg membelah bumi bagian Utara dan Selatan. Ini di ajarkan waktu SMP atau SD btw."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Anda pernah sekolah??"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Hmm, iya sih mbak, benar."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Di Afrika juga orang pada hidup susah tapi masih miskin sampai sekarang"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Karena keadaan politik disana cukup buruk"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Afrika juga yg miskin banget kebanyakan di garis khatulistiwa, klo yg lintang tinggi (lebih jauh dari garis khatulistiwa) kayak afrika selatan, maroko, mesir lebih mendingan kok"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Sy sih setuju bgt"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Afrika jaman dulu itu paling maju dan ditiru negara2 eropa. Apakah negara Afrika itu tropis?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Bagaimana dengan Singapura?"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Afrika mana yang dulunya maju? (Yang sudah menjadi negara, bukan masih zaman kerajaan)\n\nSedangkan Singapore tidak memiliki air bersih sendiri (makanya masih import dari Malaysia) serta tanah yang tidak cocok untuk pertanian. Makanya mereka berusaha keras untuk survive."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Bersyukurlah dengan apa yang Allah SWT memberikan dan takdirkan"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","pernah baca di quora lain jawaban yang serupa, setelah dipikir-pikir ada benarnya juga."
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Negara negara utara yg dingin lwbih maju ya…bener juga"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Nggak setuju sih ini sebenarnya lebih ke penduduknya aja, kebanyakan penduduk di bagian tropis merasakan penjajahan dan banyak peperangan besar dengan Eropa ini nggak cuma ngancurin kemakmuran dan ekonomi nya tapi juga mental dan ilmu pengetahuan juga banyak peninggalan Indonesia yg menunjukkan peradaban Indonesia juga sangat maju bersaing dengan China dan india\n\nYg terakhir ini adalah foto yg saya ambil sendiri peninggalan zaman Majapahit akhir, perhatian detail dan model nya benar benar menunjukkan kemajuan seakan akan buatan modern sekarang ini"
"Mengapa semua negara yang dilewati garis katulistiwa merupakan negara berkembang?","Ini pertama kali saya membaca alasan yang tepat, dan betul ketika alam melimpah ruah (SDA) tidak menjamin bisa menjadi negara maju. Karena yg dibutuhkan ialah SDM yg berkualitas. Kalau alam sudah berkualitas dari sananya. Tinggal SDM nya…"
