"object_id","text","text_type","label","ai_model","validation_status"
"sosmed_19","Kok udah malah jadi juru bicaranya ? Apa jangan - jangan udah dapat intervensi dari atas ya ? Setelah lakukan pertemuan tenga malam dengan Sebenarnya pemerintahan serius mau berantas korupsi atau hanya omon - omon doang ?","social_media_comment","0","human","human"
"sosmed_20","Pemeriksaan kesehatan gratis untuk warga Indonesia! Sukseskan program Prabowo-Gibran demi masa depan yang sehat!","social_media_comment","0","human","human"
"sosmed_21","Kami segenap keluarga besar Kotanopan mengapresiasi dan mendukung penuh atas pencapaian bersama 100 hari Kabinet Merah Putih Melangkah ke depan dengan optimis Menuju Indonesia Emas 2045","social_media_comment","0","human","human"
"sosmed_22","serius ini totally pemerintahan prabowo? org pd ga percaya pak","social_media_comment","0","human","human"
"sosmed_23","Trump inginkan investor masuk ke Amerika dengan membangun pabrik karena AS membebaskan pajak bagi yang produksi di dalam negeri. Langkah tersebut diambil untuk menambah lapangan kerja AS dan berupaya lakukan perundingan dengan semua negara 0 % eksport dari AS ke Luar.","social_media_comment","0","human","human"
"sosmed_24","Kita sdh diajar oleh Founding father politik bebas aktif dan non blok agar politik dan ekonomi negara tidak dipermainkan dan merugikan bangsa dan negara. Ini salah satu dampak dari kecondongan ke Merah Asia.","social_media_comment","0","human","human"
"sosmed_25","Pemerintah terus bergerak maju—dari menjaga kestabilan ekonomi, menurunkan harga pangan, hingga mendorong pembangunan infrastruktur di berbagai daerah","social_media_comment","0","human","human"
"sosmed_26","Saya minta tolong kepada pa untuk bisa meninjau keputusan untuk kami para CASN 2024 bisa di segerakan mendapatkan Hak TMT sesuai prediksi BKN sebelumnya🙏🏻","social_media_comment","0","human","human"
"sosmed_27","Kalian semua orasi treak treak, demo berhari hari. Tetep kalah suara lantangnya dengan orang yg bisa ngomong langsung oleh pemerintah di debat pemilu. Anies ngomong tentang 11/100 ajh udah bikin galau kabinet. Jadi, kemarahan rakyat sekarang tuh udah disampaikan kemaren pemilu","social_media_comment","0","human","human"
"sosmed_28","Sebenernya klo mau ngelakuin sesuatu liat tujuannya, coba yg bantu2 itu pura2 aja pake atribut tulisan “Bantuan Prabowo” pasti yg ijo dan yg coklat bingung juga mau ngapain. Tujuannya tetep dapet, bantu yang lain.","social_media_comment","0","human","human"
"sosmed_29","Barang bukti yg kuat utk menjadi pintu masuk memakzulkan prabowo-gibran. Bukti kecurangan pilpres itu nyata &amp; sudah terang benderang !! Ayo rakyat 🇮🇩 bergerak !! Ayo adek2 mahasiswa bergerak !! Ayo makzulkan prabowo-gibran !! Merdeka 🇮🇩 !!","social_media_comment","0","human","human"
"sosmed_30","Justru ini indikasi mereka takut gk si sama kita? makanya dia ngeluarin statement gitu. Karena kalo dia respon serius, malah bakal ngefek ke pemerintahan","social_media_comment","0","human","human"
"sosmed_31","sejak jaman &amp; skrg , roadmap kemandirian dibangun setapak demi setapak. TKDN adlh slh satu contoh baik u/ membawa perimbangan ekonomi scr lbh adil, bhkn pun akhirnya patuh &amp; memberikan komitmen investasi &amp; membayar denda penundaan investasi","social_media_comment","0","human","human"
"sosmed_32","Hantam balik aja pak said didu...Presiden sdh ""berpihak"" ke oligarki tampaknya, itu si Aguan ke istana sama naga2 cina,harus cara rakyat,maen hakim sendiri! Geruduk preman2 item, boyong2 tanah/calo/makelar termasuk Kades dan jawara dr jalur hitam, antek pik2 aguan cina! Merdeka!☝️🇲🇨","social_media_comment","0","human","human"
"sosmed_33","Pekikan HIDUP JOKOWI dari Prabowo adalah penguat indikasi bahwa omongan anda itu bertolak belakang dengan kenyataan. Jangan lah presiden represif kepada rakyat nya yg kritis tetapi lembek kepada para koruptor dan pelanggar hukum yg bertebaran di sekeliling anda pak!","social_media_comment","0","human","human"
"sosmed_34","Kang bgtu juga presiden rakytmu minta tolong🙏","social_media_comment","0","human","human"
"sosmed_35","Postingan ini dibagikan via TikTok Lite. Tuh...Demo adili Jokowi dan menolak kebijakan Presiden yg baru 100 hari menjabat SDH di demo oleh Rakyatnya, sdi negara tetangga Taiwan...Malu, nga...malu'kan...","social_media_comment","0","human","human"
"sosmed_36","Dulu juga dia bersaksi bahwah di pecat orang yang lihai dan licin sepertia dia tidak akan mendapat manfaat bagi indonesia dia ketua ekonomi tapi dolar menembus terlemah dalam sejarah kerjanya apa coba itu data fakta lapangan!!","social_media_comment","0","human","human"
"sosmed_37","Di bawah kepemimpinan Presiden Prabowo Subianto, Kabinet Merah Putih telah menorehkan banyak prestasi dan pencapaian. ""Highlight 100 Hari Kabinet Merah Putih Membangun Negeri"" dapat disaksikan pada kanal Youtube BSIP Serealia.","social_media_comment","0","human","human"
"sosmed_38","pak tolong dengerin keluhan sebagian rakyatmu yg belum bisa hidup sejahtera. Ingat pak, janji Bpk sebelum jadi presiden. akan mengejar koruptor sampai ke Antartika. Masih ingatkah bapak???? Di momen lebaran ini, bersihkan yg membuat kotor pemerintahan bapak. no omon2 😊","social_media_comment","0","human","human"
"sosmed_39","Wah di prediksi sama Prof Ferry pemerintahan bisa digulingkan. Aku harus kasi keyakinan nih sama Prof. Bahwa tdk mungkin di jatuhkan oleh Rakyat.. Percaya deh pemerintah udah On The Track kok, Bentar lagi Buruh Yg di PHK bisa kerja lagi","social_media_comment","0","human","human"
"sosmed_40","Akhirnya langkah konkret untuk berantas korupsi! Kami dukung penuh pemerintahan Prabowo dalam memberantas kejahatan ini!","social_media_comment","0","human","human"
"sosmed_41","ini pemerintahannya prabowo gibran kerja ga sih? negara kacau banget ini loh, gaada solusi pula!","social_media_comment","0","human","human"
"sosmed_42","Jauh lebih mudah membangun Perdamaian daripada memulai dan menghentikan perang Perang, penjara dan hukuman mati saya anggap tradisi warisan kerajaan purba yang mesti dihapus dari muka bumi Para ahli hukum buntu pikirannya untuk mencapai pengetahuan ini","social_media_comment","0","human","human"
"sosmed_43","Prabowo usung konsep baru: kerjasama dagang, hilirisasi SDA, dan perkuatan konsumsi lokal berpadu hadapi tarif","social_media_comment","0","human","human"
"sosmed_44","Yg dikhawatirkan: - semua orang beli emas karna ketidakpastian ekonomi - keran impor dibuka luas -&gt; rupiah melemah - PHK dimana2 krna bisnis domestik ga bisa lawan impor - kelas menengah kena dampak? Stabilitas negara rusak Pemerintah harus perbaiki secepatnya sebelum terlambat","social_media_comment","0","human","human"
"sosmed_45","Dukungan internet berkecepatan tinggi dari sukseskan peresmian 17 stadion oleh Presiden Prabowo. Koneksi stabil, olahraga makin berkembang!","social_media_comment","0","human","human"
"sosmed_46","Walaupun ada perkataan nya si fufufafa seperti itu,tapi pak Prabowo gak akan berani bertindak tegas terhadap fufufafa ini, soalnya sama-sama menyandera kasus hukum.","social_media_comment","0","human","human"
"sosmed_47","Terkait kritis RUU TNI : 1) Yang Posting Buzzer. 2) Yang Komentar Buzzer. 3). Yang Demo Buzzer. Sampai di sini kalian paham kan adek-adek..","social_media_comment","0","human","human"
"sosmed_48","Konglomerat yang juga investor asal Amerika Serikat (AS), Ray Dalio meyakini bahwa Presiden Prabowo Subianto mampu melakukan reformasi agar pengelolaan invetasi Indonesia bisa menjadi lebih baik. Hal ini disampaikan Ray Dalio dalam pertemuannya dengan Presiden Prabowo Subianto yang turut dihadiri oleh sejumlah pengusaha swasta Tanah Air di Istana Merdeka, Jakarta, Jumat (7/3/2025). ""Menurut saya Prabowo adalah orang yang tepat, dan membuat saya mau kemari untuk bertemu dengan Anda langsung, karena kita telah membahas tentang ini,"" ucap Ray Dalio. Lebih lanjut, Dia menegaskan, bahwa kehadirannya ke Indonesia bukan karena uang. Melainkan, untuk berkontribusi terhadap perekonomian Indonesia untuk melakukan lompatan.","social_media_comment","0","human","human"
"sosmed_49","Penegakan hukum itu penting, betul. Cuma Presiden perlu imbangi dengan sosialisasi dan komunikasi dg publik soal kebijakan, proyek2 besar, stimulus ekonomi, atau apapun yg bisa jaga optimisme/harapan masyarakat/pasar.","social_media_comment","0","human","human"
"sosmed_50","ruu TNI rapatnya diam2 dihotel pula kan tai kotok disambelin rezim !!! sesuai UU nya dimane tante?","social_media_comment","0","human","human"
"sosmed_51","Tambahin: Presiden yg +/- 100 hari masa kerjanya, fotonya dibakar oleh demontran","social_media_comment","0","human","human"
"sosmed_52","Prabowo siap kembangkan ekonomi dengan taktik baru: mitra dagang diperluas, SDA dimanfaatkan maksimal, konsumsi domestik jadi kekuatan lawan tarif impor AS","social_media_comment","0","human","human"
"sosmed_53","Kenapa sih itu org2 menempatkan presiden seolah2 kek bayi yg gatau apa2, gak ikut2an dlm kebijakan ngawur yg dibuat padahal ibarat rumah presiden nih kepala rumahnya, yakaliii gatau, gak terlibat, dan diem aja bawahan2nya ngadi2 gitu","social_media_comment","0","human","human"
"sosmed_54","MBG solusi utk segala nya Termasuk lawan kebijakan AS soal tarif impor Amazing, right !!!","social_media_comment","0","human","human"
"sosmed_55","Beneran, ne, Pak Wo? Keknya Pak Wo lbh setia sm Oknum Pengsiunan yg tlh membantu Pak Wo jd Presiden, ketimbang ""Setia"" pd rakyat sprti janji Kampanye Pak Wo dl, yg katanya mo ""Timbul tenggelam bersama rakyat"",trnyta cuman Omon2 doang"". Buktinya skrg Pak wo lbh memilih Mulyono?😎","social_media_comment","0","human","human"
"sosmed_56","KOMITMEN PRESIDEN PRABOWO SUBIANTO MENINDAK TEGAS MAFIA MIGAS DEMI KEADILAN DAN KEMAKMURAN BANGSA","social_media_comment","0","human","human"
"sosmed_57","100 Hari Kabinet Merah Putih Presiden Republik Indonesia Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka. ""Bersama Indonesia Maju Menuju Indonesia Emas 2045"" .","social_media_comment","0","human","human"
"sosmed_58","Woi elu berdua sadar gak sih kalo negeri yg lu pimpin ini isinya kebanyakan preman !!!!! Tolong dikondisikan dong","social_media_comment","0","human","human"
"sosmed_59","Seandainya suatu saat Indonesia diinvasi asing, solusi dari Prabowo juga MBG.","social_media_comment","0","human","human"
"sosmed_60","Memangnya, siapa sih yang layak dan pantas jadi Presiden Indonesia?","social_media_comment","0","human","human"
"sosmed_61","Yappp, dan ntah kenapa kalo disuruh sebutin Presiden Indonesia, sampe sekarang di kepalaku cuman muncul sampe 6 nama doang :))","social_media_comment","0","human","human"
"sosmed_62","IHSG bukan karena kebijakan Amerika tetapi kepastian hukum yang ada di Indonesia lebih kuat peraturan dibanding undang undang. Dimana dalam pembuatan peraturan Indonesia atau badan tertentu tidak melibatkan dpr ri dan rakyat sehingga peraturan blundar dengan undang2","social_media_comment","0","human","human"
"sosmed_63","Dalam masa 100 hari kerja Kabinet Merah Putih, WIKA berhasil selesaikan dan operasikan Sistem Penyediaan Air Minum (SPAM) Regional Jatiluhur 1. Proyek strategis ini bertujuan memenuhi kebutuhan air bersih di wilayah Jabodetabek dan Jawa Barat.","social_media_comment","0","human","human"
"sosmed_64","Mantap, IHSG naik 4,79%! Ekonomi makin kuat, rakyat dan pemerintah solid","social_media_comment","0","human","human"
"sosmed_65","Dulu ceritanya di Twitter menyebut Natalius Pigai dengan menyamakan dengan ""M"" yang belum selesai ber-evolusi, lalu akan di bawa ke jalur hukum oleh NP tetapi di damaikan oleh Dasco yang mungkin pakai syarat menjadi pendukung &amp; buzzer Prabowo, sejak itu berubah 180°","social_media_comment","0","human","human"
"sosmed_66","Cek kesehatan gratis dari Prabowo, karena kesehatan adalah investasi berharga","social_media_comment","0","human","human"
"sosmed_67","Langkah Presiden Prabowo: mitra dagang diperkuat, hilirisasi SDA, konsumsi domestik diperkuat lawan tarif AS","social_media_comment","0","human","human"
"sosmed_68","ngomong sampe berbusa-busa tentang EKONOMI JIHAU. Tapi kelakuannya sebaliknya. Danantara-pun jadi kendaraan. HAUS SETELAH 20 TAHUN TAK BERKUASA. Kini bukan lagi melepas dahaga. Tapi memuaskan nafsu","social_media_comment","0","human","human"
"sosmed_69","rangkuman menonton 3 jam -- komunikasi dengan publik terbaik sepanjang pemerintahan beliau (ada bedanya dikomper dengan wawancara dua hari yang lalu) walau enggak semua rencananya bakal berjalan lancar karena skill issue government, paling tidak perlu banyak buat forum begini","social_media_comment","0","human","human"
"sosmed_70","itulah pentingnya sekretariat di K/L diiisi profesional. Penting merinci pos yg layak di pangkas dan yg harus di tambah. haduh, lebih 100 hari kerja masih blum nunjukin perbaikan pelayanan. tp ya emang OMON², 11 PERSEN ✅ contoh efisiensi dimulai dari menggemukkan kabinet kok","social_media_comment","0","human","human"
"sosmed_71","Masyarakat puas dengan kinerja presiden prabowo di 100 hari kerja","social_media_comment","0","human","human"
"sosmed_72","Bantuan lebaran dari Presiden semoga bisa sedikit meringankan Dg kebijakan2 pro rakyat mempersiapkan negara menjadi kaya raya, insyaallah 5 tahun kemudian situasi seperti ini tak lagi terjadi Presiden sangat mencintai kalian, apapun dilakukan tuk sejahterakan rakyat♥️","social_media_comment","0","human","human"
"sosmed_73","Dulu banyak yg bilang kalo Anies Presiden, Indonesia bakal jadi kaya Israel, ternyata mereka sama dengan pimpinannya perkatanya selalu kebalikannya, saat ini sudah seperti Israel.","social_media_comment","0","human","human"
"sosmed_74","Prabowo-Gibran sebenarnya dilantik tanggal 20 Oktober 2024 Atau 2 Oktober 2024?! Seharusnyakan (20+10)+(2+0+2+4) Kok malah jadi (2+10)+(2+0+2+4) Padahal 30 itu 3+0=3, hasilnya tetap sama pada akhirnya no 2.. Pantesan dah APBN sampai sekarang ribet ga jelas..","social_media_comment","0","human","human"
"sosmed_75","Top bgt pencapaian 100 hari kerja kabinet prabowo, Menteri BUMN Erick Thohir masuk menteri yg paling terbanyak dibaca Kim Saeron Senin","social_media_comment","0","human","human"
"sosmed_76","Mudah2an Prabowo legacy nya sebagai presiden bagus.. Dan mudah2an tidak di dor seperti Abraham Lincoln karena kebijakan-kebijakan nya..","social_media_comment","0","human","human"
"sosmed_77","Disaat negara Thailand banyak dapat bantuan daripihak asing untuk evakuasi bangunan yang roboh dan mencari korban,disisi lain Myanmar kerja sendiri .Kasihan rakyatnya cuma bisa berpangku tangan dari egoisny pemerintah.Saya harap anda belajar dari sini pak","social_media_comment","0","human","human"
"sosmed_78","Prabowo Gemar Menyakiti Hati Rakyat. “Presiden Prabowo adalah figur yang sulit ditemui rakyatnya. Terkesan sombong dan elitis. Cuma mahir omong soal kerakyatan dan pemerintahan bersih tanpa realisasi.”","social_media_comment","0","human","human"
"sosmed_79","Pemerintah menyambut baik hasil survei yang menunjukkan tingginya tingkat kepuasan masyarakat terhadap kinerja Presiden Prabowo Subianto dan Kabinet Merah Putih dalam 100 hari pertama masa kerja.","social_media_comment","0","human","human"
"sosmed_80","Indonesia hancur sehancur-hancurnya. Diporak-porandakan oleh tikus berdasi dan keluarga mebel, bahkan presiden yang baru menjabat 100 hari lebih aja udah bisa bikin kacau balau. Kasihan banget bumi pertiwi kita kembali dijajah.","social_media_comment","0","human","human"
"sosmed_81","Personel Polsek Balongbendo Berikan Bantuan Bibit Jagung kepada Petani Sidoarjo – Dalam rangka program ketahanan pangan Polresta Sidoarjo sebagai bentuk mendukung Asta Cita Presiden Prabowo Subianto, personel Polsek Balongbendo memberikan bantuan bibit jagung kepada para petani","social_media_comment","0","human","human"
"sosmed_82","Ketumnya sdh ktm sm Presiden utk sama2 membangun bangsa, tp buzzer2nya yg bangsat semua msh ngejelek2in program pemerintahan Prabowo ( MBG ). Sakit hati capresnya kalah jd pd sinting semua buzzer2nya pdip.","social_media_comment","0","human","human"
"sosmed_83","Bisa nggak sih Pak Presiden &amp; Wapres memberantas ormas2 &amp; preman2 yg suka malakin?","social_media_comment","0","human","human"
"sosmed_84","tolong dong tim komunikasi pemerintah beneran rekrut dari orang-orang komunikasi, komunikasi bawahan kalian jelek bngt anjg","social_media_comment","0","human","human"
"sosmed_85","Erick Thohir tak lebih menteri rasa buzzeRp Jokowi, trouble maker FIFA PSSI &amp; Pertamina 100 Hari Presiden Prabowo berkuasa tapi msh kewalahan hadapi trick Mulyono yg touring Solo Jakarta manfaatin orang²nya di kabinet Jokowi adlh pengendali posisi² strategis pemerintahan &amp; BUMN","social_media_comment","0","human","human"
"sosmed_86","pak &amp; gmn ni dollar udh di 17rb?? ada solusi kah?","social_media_comment","0","human","human"
"sosmed_87","Pak Prabowo lebih sayang sama warga Gaza drpd sama warga negara indonesia, lebih memilih kasihan sama anak² koruptor drpd anak² yg tdak koruptor. Pernyataan selalu blunder di kalangan pemerintahan. Jdi jgn salahkan warga indonesia yg memilih kerja di luar negeri drpd di Indonesia","social_media_comment","0","human","human"
"sosmed_88","🧵 THREAD | Strategi Prabowo Hadapi Tarif Impor Trump: Diplomasi, Diversifikasi, dan Danantara","social_media_comment","0","human","human"
"sosmed_89","Presiden RI Prabowo Subianto geram dengan tingkah koruptor di Indonesia. Prabowo merasa 100 hari sudah cukup untuk memberikan kesempatan kepada koruptor untuk mengembalikan uang negara.","social_media_comment","0","human","human"
"sosmed_90","Pemerintah berkomitmen untuk mengatasi kesenjangan ekonomi gender melalui program inklusi dan pelatihan","social_media_comment","0","human","human"
"sosmed_91","moon maap nder nih ya, moon maap bgt bukannya mau ngejulid, secantik apapun km, km gabakalan bs ngerebut dari bunda ted. ibu2 itu ngasal ngomong aj yg calon istrinya presiden itu. make up km ga gagal tp klo mau ngerebut dr bunda udh jls pasti gagal😔","social_media_comment","0","human","human"
"sosmed_92","terus kemarin pengesahan RUU TNI dan draftnya sampai sekarang gaada di website itu gimana ya pak ceritanya? Dari kemarin bikin statement blunder terus, gara-gara kelakuan kalian itu akhirnya militer bentrok sama warga yang menjunjung tinggi keadilan🤬","social_media_comment","0","human","human"
"sosmed_93","“Ini modal politik yang besar sekali buat Presiden Prabowo Subianto,” ujar Peneliti Utama Indikator Politik Indonesia Burhanuddin Muhtadi saat menyampaikan survei bertajuk ‘Evaluasi Publik Atas Kinerja 100 Hari Presiden Prabowo dan Kabinet Merah Putih’ secara virtual","social_media_comment","0","human","human"
"sosmed_94","AHY Hadiri Diskusi Publik MN KAHMI, 100 Hari Kabinet 100 Menteri Antara Harapan dan Tantangan","social_media_comment","0","human","human"
"sosmed_95","Bajingan berseragam. Semua sopir jg dah paham. kapan hukum mati koruptor.","social_media_comment","0","human","human"
"sosmed_96","Menghadapi banjir, Prabowo dengan Program 3 Juta Rumah memberikan solusi relokasi yang menjanjikan","social_media_comment","0","human","human"
"sosmed_97","Prabowo butuh modal untuk mengalahkan Anies di pilpres kemarin,kumpulin modal saat jadi menhan,kalo bukan karena bantuan nya Jokowi dia bisa apa,,","social_media_comment","0","human","human"
"sosmed_98","Ini cara berantas koruptor yg sangat efisien dan efektif. Tidak perlu bikin penjara di pulau terpencil yg kuras APBN dan dijamin tdk efektif Cukup bikin Perppu atau kepres Hukum mati koruptor Sangat mudah, dan kurang dari 2 tahun Republik ini akan bersih","social_media_comment","0","human","human"
"sosmed_99","Presiden Prabowo Bertemu 8 Pengusaha Besar, Bahas Ekonomi dan Kesejahteraan Rakyat Kolaborasi Pemerintah &amp; Pengusaha untuk Indonesia Maju","social_media_comment","0","human","human"
"sosmed_100","Indonesia economy kepastian hukum dan kemudahan bisnis era prabowo ?","social_media_comment","0","human","human"
"sosmed_101","Danantara Indonesia hadir sebagai kekuatan baru dalam membangun masa depan ekonomi bangsa. Dengan pendekatan inklusif, Danantara memastikan setiap warga negara memiliki kesempatan untuk berkontribusi dan merasakan manfaat dari kemajuan yang dicapai.","social_media_comment","0","human","human"
"sosmed_102","Sudah Lewati 100 Hari Kerja, Presiden Prabowo Perintahkan Kajagung, Kapolri, KKP Sikat Pejabat Nakal","social_media_comment","0","human","human"
"sosmed_103","Langkah pasti Presiden Prabowo bersinergi dengan Ray Dalio &amp; figur ekonomi nasional lain untuk Ekonomi Kokoh","social_media_comment","0","human","human"
"sosmed_104","Kerajaan kena serius dengan isu pengangguran ni. Kos sara hidup naik tinggi macam tu orang susah makin terhimpit. Harap Prabowo boleh cari jalan penyelesaian bukan buat janji manis je.","social_media_comment","0","human","human"
"sosmed_105","Bantu Tingkatkan Kesejahteraan Umat, Prabowo Subianto Apresiasi Kinerja Baznas","social_media_comment","0","human","human"
"sosmed_106","Editan..jngn bgini dunk..jujur aja sampaikan aspirasinya .lebih elegan","social_media_comment","0","human","human"
"sosmed_107","Pasar aman, kepercayaan tumbuh. Pemerintah hadir menjaga kestabilan ekonomi dalam situasi sulit","social_media_comment","0","human","human"
"sosmed_108","Melihat 100 Hari Kabinet Merah Putih, melangkah dengan optimis!","social_media_comment","0","human","human"
"sosmed_109","Prabowo: We can only succeed through hard work and collaboration between the government, private conglomerates, UMKM, and Koperasi.","social_media_comment","0","human","human"
"sosmed_110","kalau kasus ijasah palsu Jokowi tidak diselesaikan segera atau dimanfaatkan oleh Prabowo sebagai senjata, maka saya menilai Prabowo tidak amanah. Kasus ijasah palsu Jokowi harus segera diselesaikan. Hukum tidak pandang bulu dan hukum harus ditegakkan secara tegas.","social_media_comment","0","human","human"
"sosmed_111","Mundur dulu ah gak kuat","social_media_comment","0","human","human"
"sosmed_112","Swasembada pangan adalah kunci untuk ketahanan nasional. Pemerintahan Prabowo akan membawa Indonesia lebih mandiri dalam pangan dan maju","social_media_comment","0","human","human"
"sosmed_113","Janji tros. Ini udah jadi presiden bukan lagi kampanye. Buktikan jang omon2 doang","social_media_comment","0","human","human"
"sosmed_114","Can we walk into that time? Gak merasa insecure, gak mikirin masalah pemerintahan, gak mikir susah nyari kerja. Beban terberat cuma pr mtk sama ketinggalan nonton ninja hatori😔😭","social_media_comment","0","human","human"
"sosmed_115","Ketika banjir jadi ancaman, Prabowo dengan Program 3 Juta Rumah jadi solusi relokasi yang nyata","social_media_comment","0","human","human"
"sosmed_116","Alasan aku menentukan salah satu pemerintahan daerah setempat yg terdaftar adalah untuk melakukan beberapa program pemerintah melalui ide,cara, dari hasil diskusi Mras,salah satu cara mengatasi banjir,longsor,macet,dll......","social_media_comment","0","human","human"
"sosmed_117","Situasi Ekonomi Semakin Sulit Tapi Peluang Megawati Bertemu Prabowo Hanya 50 Persen.","social_media_comment","0","human","human"
"sosmed_118","janji janji kampanye prabowo gibran, berapa yang sudah terealisasi? apakah signifikan?","social_media_comment","0","human","human"
"sosmed_119","Dia seolah melempar tgg jawab transparansi pd yg isinya nyaris semua sekutu dia. Faktanya banyak yg sdh beritakan naskah draft RUU TNI masuk last minute sblm pembahasan. Pun dia ngotot substansinya cm soal masa jabatan, Dasco bilang 3 pasal, faktanya 8 pasal revisi","social_media_comment","0","human","human"
"sosmed_120","Hj. Kartika Sandra Desi, SH., MM selaku Anggota Komisi IV DPR RI, meminta kejelasan kepada Kementerian Kelautan dan Perikanan (KKP) mengenai program bantuan bagi nelayan. Dalam Rapat Kerja bersama KKP pada Kamis 27/2/2025","social_media_comment","0","human","human"
"sosmed_121","Assalamu'alaikum Simak bersama yuk video rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto berikut. Melangkah kedepan dengan Optimis 🇮🇩🇮🇩🇮🇩 Tonton sampai selesai dan selamat menyaksikan ya sob ☝️","social_media_comment","0","human","human"
"sosmed_122","Prabowo pembohong sama ny dg pertamina","social_media_comment","0","human","human"
"sosmed_123","Pagi ini dapat info bahwa 1 USD &gt; 17k IDR Saya doakan agar tim pemerintahan pak segera bertindak cepat &amp; tepat untuk memitigasi &amp; mengatasi.","social_media_comment","0","human","human"
"sosmed_124","Sebaiknya semua aparat kepolisian sering2 lah berwudhu' krn mrk di mata masyarakat tdk punya harga diri, seridaknya dgn berwudhu' mgkn Allah msh menjaga marwahnya.","social_media_comment","0","human","human"
"sosmed_125","Kebijakan kacung2 oligarki memang tdk berpihak kpd rakyat, mereka hanya ingin menguasai negara kita melalui antek2nya. Waspada antek2 oligarki yg tdk bekerja untuk bangsa dn negara, tetapi hanya menggembosi pemerintahan P Bowo.","social_media_comment","0","human","human"
"sosmed_126","PP TUNAS: Aturan Baru Lindungi Anak di Dunia Digital! Presiden RI telah mengesahkan PP TUNAS, kebijakan yang memastikan anak-anak lebih aman dan sehat di dunia digital!","social_media_comment","0","human","human"
